Date,Marketplace,ASIN,SKU,Name,SalesOrganic,UnitsOrganic,Refunds,Old_Refund RefundCommission,Refund Commission,Refund Goodwill,Refund Principal,Value of returned items,Adjustment_FBAPerUnitFulfillmentFee,Commission,COMPENSATED_CLAWBACK,DigitalServicesFee,DigitalServicesFeeFBA,FBAInboundTransportationFee,FBAInboundTransportationProgramFee,FBALongTermStorageFee,FBAPerUnitFulfillmentFee,FBARemovalFee,FBAStorageFee,GiftwrapChargeback,MarketplaceFacilitatorVAT-Principal,MISSING_FROM_INBOUND,REVERSAL_REIMBURSEMENT,WAREHOUSE_DAMAGE,WAREHOUSE_LOST,EstimatedPayout,ProductCost Sales,ProductCost MissingFromInbound,GrossProfit,NetProfit,Margin,Sessions,Unit Session Percentage
17/10/2024,Amazon.co.uk,B004WCAYNA,MD-113-KA-06794-BZ,"Genuine 5.059-401.0 Karcher K3, K4, K5, K6, K7 Series Pressure Washer Hose Clamp",2.81,1.0,,,,,,,,-0.44,,-0.05,,,,,-1.57,,,,,,,,,0.75,-0.62,,0.13,0.13,4.63,23.0,4.35
17/10/2024,Amazon.co.uk,B00BMLHUYU,GV-H260-BZ,Hemline Sewing Quilting Measuring Guide Gauge H260,4.22,1.0,,,,,,,,-0.76,,-0.05,,,,,-1.57,,,,,,,,,1.84,-0.94,,0.9,0.9,21.33,11.0,9.09
17/10/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,,,1.0,-0.19,0.96,,-5.3,,,,,,,,,,,,,,,,,,,-4.53,,,-4.53,-4.53,,27.0,
17/10/2024,Amazon.co.uk,B07B67RS2W,EFG-073557-BZ,"Air Wick Fresh N Up Air Citrus Fregrance, 375ml",,,,,,,,,,,,,,,,,,,,,,,2.49,,,2.49,,,2.49,2.49,,,
17/10/2024,Amazon.co.uk,B00CMQSS4U,GV-H273-BZ,Hemline STUFFING TOOL - FOR FILLING TEDDY BEARS ETC.,,,,,,,,,,,,,,,,,,,,,,,2.49,,,2.49,,,2.49,2.49,,5.0,
18/10/2024,Amazon.co.uk,B00M2HC6U6,CW-51003-BZ,"Unique Party 51003 - Plastic Black Spider Web Halloween Tablecloth, 7ft x 4.5ft",23.76,4.0,,,,,,,,-4.28,,-0.36,,,,,-14.88,,,,,,,,,4.24,-4.84,,-0.6,-0.6,-2.53,24.0,16.67
18/10/2024,Amazon.co.uk,B003X2KU5M,GV-H698\BLK-BZ,Iron-On Mending/Repair Tape 100cmx38mm: Black,16.72,4.0,,,,,,,,-3.03,,-0.2,,,,,-6.28,,,,,,,,,7.21,-5.16,,2.05,2.05,12.26,19.0,21.05
18/10/2024,Amazon.co.uk,B00SEC7XTW,DF-13974E-BZ,Special Mum - Grave Vase (Rose Bowl) with Butterfly and Flowers - Memorial Garden Graveside,39.76,2.0,,,,,,,,-7.16,,-0.3,,,,,-8.48,,,,,,,,,23.82,-20.4,,3.42,3.42,8.6,25.0,8.0
18/10/2024,Amazon.co.uk,B008IFOK5A,BH-72490-BZ,"Assorted Tap Washers To Fit 3/8 Inch, 1/2 Inch, and 3/4 Inch Pack 10",8.98,2.0,,,,,,,,-1.4,,-0.1,,,,,-3.14,,,,,,,,,4.34,-1.5,,2.84,2.84,31.63,42.0,4.76
18/10/2024,Amazon.co.uk,B01BL3FTZA,CW-170358-BZ,"OAKTREE UK 633483 6"" Jumbo Badge 16 Today Blue Holographic Cracked Ice",7.68,2.0,,,,,,,,-1.4,,-0.1,,,,,-3.14,,,,,,,,,3.04,-1.6,,1.44,1.44,18.75,3.0,66.67
18/10/2024,Amazon.co.uk,B08XMWS9ZN,CW-304069-BZ,"OakTree 3"" Badge 40th Birthday Sparkling Fizz Black Gold Holographic",6.98,2.0,,,,,,,,-1.24,,-0.1,,,,,-3.14,,,,,,,,,2.5,-1.12,,1.38,1.38,19.77,6.0,33.33
18/10/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",7.98,2.0,,,,,,,,-1.44,,-0.1,,,,,-3.14,,,,,,,,,3.3,-1.12,,2.18,2.18,27.32,11.0,18.18
18/10/2024,Amazon.co.uk,B01B2Z8IM8,GV-CF027-BZ,Trimits Toy/Craft Safety Solid Black Eyes: 12mm - 6 Per Pack,7.7,2.0,,,,,,,,-1.39,,-0.08,,,,,-3.14,,,,,,,,,3.09,-1.52,,1.57,1.57,20.39,1.0,200.0
18/10/2024,Amazon.co.uk,B09C5RXY91,CW-305504-BZ,amscan 9912101 BIRTHDAY BOY BADGE,3.15,1.0,,,,,,,,-0.56,,-0.05,,,,,-1.57,,,,,,,,,0.97,-0.55,,0.42,0.42,13.33,6.0,16.67
18/10/2024,Amazon.co.uk,B01BTZUPLS,GV-H413-BZ,Hemline Safety Lock Nappy Pins 56mm 6pcs - White,4.19,1.0,,,,,,,,-0.76,,-0.05,,,,,-1.79,,,,,,,,,1.59,-1.08,,0.51,0.51,12.17,1.0,100.0
18/10/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",6.25,1.0,,,,,,,,-0.97,,-0.08,,,,,-3.05,,,,,,,,,2.15,-1.56,,0.59,0.59,9.44,17.0,5.88
18/10/2024,Amazon.co.uk,B08XMV655X,CW-304003-BZ,"OakTree 3"" Badge 30th Birthday Sparkling Fizz Rose Gold Holographic",3.48,1.0,,,,,,,,-0.62,,-0.05,,,,,-1.57,,,,,,,,,1.24,-0.56,,0.68,0.68,19.54,8.0,12.5
18/10/2024,Amazon.co.uk,B08HJLFH25,LW-04-DG1756-BZ,Cooksmart Double Oven Gloves Heat Resistant | British Designed Heat Resistant Oven Gloves | Modern Oven Mitt & Potholder for Home Cooking | Maximum Heat Protection Kitchen Oven Gloves - Bumble Bees,14.99,1.0,,,,,,,,-2.7,,-0.13,,,,,-3.47,,,,,,,,,8.69,-6.8,,1.89,1.89,12.61,18.0,5.56
18/10/2024,Amazon.co.uk,B088RM2DJR,ADT-Strips-BZ,EasyLife Uric Acid Test-Strips 25-Strip Pack,20.79,1.0,,,,,,,,-3.74,,-0.13,,,,,-3.22,,,,,,,,,13.7,-10.82,,2.88,2.88,13.85,4.0,25.0
18/10/2024,Amazon.co.uk,B002LXMTX0,GV-HT1780-BZ,115ml Hi-Tack Very Sticky PVA Glue | Craft Adhesives | Craft Adhesives,6.38,1.0,,,,,,,,-1.0,,-0.08,,,,,-2.77,,,,,,,,,2.53,-1.94,,0.59,0.59,9.25,41.0,2.44
18/10/2024,Amazon.co.uk,B00DDOF9OW,BD-44306-BZ,"Boland Bol44306 Camouflage Banner with Target, “Party”, multi-coloured",8.99,1.0,,,,,,,,-1.62,,-0.08,,,,,-1.98,,,,,,,,,5.31,-3.52,,1.79,1.79,19.91,1.0,100.0
18/10/2024,Amazon.co.uk,B007OQTKJA,GV- H751-BZ,Hemline Squared Pattern Paper 751,6.5,1.0,,,,,,,,-1.18,,-0.06,,,,,-1.99,,,,,,,,,3.27,-2.32,,0.95,0.95,14.62,8.0,12.5
18/10/2024,Amazon.co.uk,B00BMLHUYU,GV-H260-BZ,Hemline Sewing Quilting Measuring Guide Gauge H260,4.22,1.0,,,,,,,,-0.76,,-0.05,,,,,-1.57,,,,,,,,,1.84,-0.94,,0.9,0.9,21.33,13.0,7.69
18/10/2024,Amazon.co.uk,B007L5RGIG,GV-2T100C\BLK-BZ,Natural Cotton 100m Black,4.29,1.0,,,,,,,,-0.77,,-0.05,,,,,-1.79,,,,,,,,,1.68,-1.16,,0.52,0.52,12.12,2.0,50.0
18/10/2024,Amazon.co.uk,B00Y8E8TAM,GD-TB5064-BZ,Titebond Wood Glue Original 16oz,,,,,,,,,,,,,,,,,,-1.63,,,,,,,,-1.63,,,-1.63,-1.63,,,
18/10/2024,Amazon.co.uk,B007C4UDJA,GV-P25201-BZ,"Pony Pins Sequin/Bead, Alloy Steel, Multi-Colour, One Size",,,1.0,-0.18,0.88,,-4.85,,,,,,,,,,,,,,,,,,,-4.15,,,-4.15,-4.15,,11.0,
18/10/2024,Amazon.co.uk,B075X2J7V7,CW-190789-BZ,"Tallon 2023 Desktop Month to View Calendar Tear Off and Memo Note Pad, 3047",,,2.0,-0.29,1.42,,-7.9,,,,,,,,,,,,,,,,,,,-6.77,,,-6.77,-6.77,,,
18/10/2024,Amazon.co.uk,B0BMQF47DD,MD-65-RH-145-BZ,"Russell Hobbs Iron Cartridge, Black, Standard",,,,,,,,,,,,,,,,,,-0.54,,,,,,,,-0.54,,,-0.54,-0.54,,,
18/10/2024,Amazon.co.uk,B08XMQH6K7,CW-654327-BZ,"OakTree 3"" Badge 18th Birthday Sparkling Fizz Rose Gold Holographic",,,1.0,-0.12,0.62,,-3.49,,,,,,,,,,,,,,,,,,,-2.99,,,-2.99,-2.99,,,
18/10/2024,Amazon.co.uk,B00AXA3OXM,GV-H686.90-BZ,Hemline H686.90: Salt & Chlorine Resistant Lightweight Swimwear Elastic 9mm x 3m,,,1.0,-0.17,0.85,,-4.74,,,,,,,,,,,,,,,,,,,-4.06,,,-4.06,-4.06,,3.0,
18/10/2024,Amazon.co.uk,B09PNTVM7V,SAS-KHN031-BZ,Sass & Belle Earth Rainbow Shaped Cushion,,,1.0,-0.34,1.67,,-9.1,,,,,,,,,,,,,,,,,,,-7.77,,,-7.77,-7.77,,5.0,
19/10/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",23.94,6.0,,,,,,,,-4.32,,-0.3,,,,,-9.42,,,,,,,,,9.9,-3.36,,6.54,6.54,27.32,13.0,46.15
19/10/2024,Amazon.co.uk,B008IFOK5A,BH-72490-BZ,"Assorted Tap Washers To Fit 3/8 Inch, 1/2 Inch, and 3/4 Inch Pack 10",17.96,4.0,1.0,-0.11,0.54,,-3.43,,,-2.8,,-0.2,,,,,-6.28,,,,,,,,,5.68,-3.0,,2.68,2.68,14.92,50.0,8.0
19/10/2024,Amazon.co.uk,B00M2HC6U6,CW-51003-BZ,"Unique Party 51003 - Plastic Black Spider Web Halloween Tablecloth, 7ft x 4.5ft",17.78,3.0,,,,,,,,-3.21,,-0.28,,,,,-11.16,,,,,,,,,3.13,-3.63,,-0.5,-0.5,-2.81,27.0,11.11
19/10/2024,Amazon.co.uk,B00CMQSS4U,GV-H273-BZ,Hemline STUFFING TOOL - FOR FILLING TEDDY BEARS ETC.,8.82,2.0,,,,,,,,-1.58,,-0.1,,,,,-3.14,,,,,,,,,4.0,-2.84,,1.16,1.16,13.15,15.0,13.33
19/10/2024,Amazon.co.uk,B01BL3FTZA,CW-170358-BZ,"OAKTREE UK 633483 6"" Jumbo Badge 16 Today Blue Holographic Cracked Ice",7.68,2.0,,,,,,,,-1.4,,-0.1,,,,,-3.14,,,,,,,,,3.04,-1.6,,1.44,1.44,18.75,1.0,200.0
19/10/2024,Amazon.co.uk,B003IUPMUC,CW-194647-BZ,"Unique 33242 Solid Luncheon Napkins | Classic Gold Color Theme | 50ct, 50 Count (Pack of 1)",14.7,2.0,,,,,,,,-2.64,,-0.16,,,,,-5.5,,,,,,,,,6.4,-4.04,,2.36,2.36,16.05,13.0,15.38
19/10/2024,Amazon.co.uk,B003X2KU5M,GV-H698\BLK-BZ,Iron-On Mending/Repair Tape 100cmx38mm: Black,8.36,2.0,,,,,,,,-1.52,,-0.1,,,,,-3.14,,,,,,,,,3.6,-2.58,,1.02,1.02,12.2,30.0,6.67
19/10/2024,Amazon.co.uk,B002LXMTX0,GV-HT1780-BZ,115ml Hi-Tack Very Sticky PVA Glue | Craft Adhesives | Craft Adhesives,12.76,2.0,,,,,,,,-2.0,,-0.16,,,,,-5.08,,,,,,,,,5.52,-3.88,,1.64,1.64,12.85,40.0,5.0
19/10/2024,Amazon.co.uk,B08XMX3715,CW-304037-BZ,"OakTree 3"" Badge 18th Birthday Sparkling Fizz Black Gold Holographic",3.49,1.0,,,,,,,,-0.62,,-0.05,,,,,-1.57,,,,,,,,,1.25,-0.56,,0.69,0.69,19.77,1.0,100.0
19/10/2024,Amazon.co.uk,B08HJLFH25,LW-04-DG1756-BZ,Cooksmart Double Oven Gloves Heat Resistant | British Designed Heat Resistant Oven Gloves | Modern Oven Mitt & Potholder for Home Cooking | Maximum Heat Protection Kitchen Oven Gloves - Bumble Bees,14.99,1.0,,,,,,,,-2.7,,-0.13,,,,,-3.47,,,,,,,,,8.69,-6.8,,1.89,1.89,12.61,33.0,3.03
19/10/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",6.25,1.0,,,,,,,,-0.97,,-0.08,,,,,-3.05,,,,,,,,,2.15,-1.56,,0.59,0.59,9.44,16.0,6.25
19/10/2024,Amazon.co.uk,B01BTZUPLS,GV-H413-BZ,Hemline Safety Lock Nappy Pins 56mm 6pcs - White,4.19,1.0,,,,,,,,-0.76,,-0.05,,,,,-1.79,,,,,,,,,1.59,-1.08,,0.51,0.51,12.17,3.0,33.33
19/10/2024,Amazon.co.uk,B08XMV655X,CW-304003-BZ,"OakTree 3"" Badge 30th Birthday Sparkling Fizz Rose Gold Holographic",3.48,1.0,,,,,,,,-0.62,,-0.05,,,,,-1.57,,,,,,,,,1.24,-0.56,,0.68,0.68,19.54,3.0,33.33
19/10/2024,Amazon.co.uk,B088RM2DJR,ADT-Strips-BZ,EasyLife Uric Acid Test-Strips 25-Strip Pack,20.79,1.0,,,,,,,,-3.74,,-0.13,,,,,-3.22,,,,,,,,,13.7,-10.82,,2.88,2.88,13.85,6.0,16.67
19/10/2024,Amazon.co.uk,B00V869JC0,CW-5096-BZ,Unique Party Plastic Disposable Party Tablecloth (Black),4.4,1.0,,,,,,,,-0.79,,-0.05,,,,,-1.99,,,,,,,,,1.57,-0.6,,0.97,0.97,22.05,7.0,14.29
19/10/2024,Amazon.co.uk,B015ZNSF6W,BD-64333-BZ,"Boland 64333 Adult Police Badge Necklace, Silver/Black - Accessory for Police Fancy Dress Costume, Halloween or for stag parties and Special Occasions",5.98,1.0,,,,,,,,-1.44,,-0.1,,,,,-1.79,,,,,,,,,2.65,-2.06,,0.59,0.59,9.87,91.0,1.1
19/10/2024,Amazon.co.uk,B08NDWKWHB,BD-74127-BZ,"Boland Pirate Clip Amulet Hair Accessory – Multicoloured Beaded Chain for Buccaneers, Privateers, Halloween, and Theme Parties – Standard Size",5.95,1.0,,,,,,,,-0.58,,-0.05,,,,,-1.79,,,,,,,,,3.53,-2.06,,1.47,1.47,24.71,36.0,2.78
19/10/2024,Amazon.co.uk,B000W4NUDS,BD-04075-BZ,"Boland Adult Cowboy Hat, Western Fancy Dress Accessory, Unisex, for Men and Women, Sheriff, Rodeo, Party, Festival, Halloween, Cowboy Dress Up, One Size (Red)",14.5,1.0,,,,,,,,-1.39,,-0.21,,,,,-7.01,,,,,,,,,5.89,-3.03,,2.86,2.86,19.72,18.0,5.56
19/10/2024,Amazon.co.uk,B007L5RGIG,GV-2T100C\BLK-BZ,Natural Cotton 100m Black,4.29,1.0,,,,,,,,-0.77,,-0.05,,,,,-1.79,,,,,,,,,1.68,-1.16,,0.52,0.52,12.12,1.0,100.0
19/10/2024,Amazon.co.uk,B0055KKY1A,GV-H677-BZ,Hemline H677 Nickel Hat Pins 90mm With Traditional Ball & Thistle Shaped Heads,4.64,1.0,,,,,,,,-0.84,,-0.05,,,,,-1.79,,,,,,,,,1.96,-1.42,,0.54,0.54,11.64,12.0,8.33
20/10/2024,Amazon.co.uk,B00M2HC6U6,CW-51003-BZ,"Unique Party 51003 - Plastic Black Spider Web Halloween Tablecloth, 7ft x 4.5ft",88.5,15.0,,,,,,,,-16.05,,-1.36,,,,,-55.8,,,,,,,,,15.29,-18.15,,-2.86,-2.86,-3.23,66.0,22.73
20/10/2024,Amazon.co.uk,B003X2KU5M,GV-H698\BLK-BZ,Iron-On Mending/Repair Tape 100cmx38mm: Black,25.08,6.0,,,,,,,,-4.56,,-0.3,,,,,-9.42,,,,,,,,,10.8,-7.74,,3.06,3.06,12.2,44.0,13.64
20/10/2024,Amazon.co.uk,B000N3YFBE,EFG-004418-BZ,Silvine A4 Children's Value Drawing Pad. 20 sheets of 80gsm Bulky Drawing Paper (210 x 297mm),21.9,6.0,,,,,,,,-3.96,,-0.3,,,,,-11.94,,,,,,,,,5.7,-3.72,,1.98,1.98,9.04,65.0,9.23
20/10/2024,Amazon.co.uk,B00SEC7XTW,DF-13974E-BZ,Special Mum - Grave Vase (Rose Bowl) with Butterfly and Flowers - Memorial Garden Graveside,59.64,3.0,,,,,,,,-10.74,,-0.45,,,,,-12.72,,,,,,,,,35.73,-30.6,,5.13,5.13,8.6,30.0,10.0
20/10/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",7.98,2.0,,,,,,,,-1.44,,-0.1,,,,,-3.14,,,,,,,,,3.3,-1.12,,2.18,2.18,27.32,16.0,12.5
20/10/2024,Amazon.co.uk,B01B2Z8IM8,GV-CF027-BZ,Trimits Toy/Craft Safety Solid Black Eyes: 12mm - 6 Per Pack,3.85,1.0,,,,,,,,-0.7,,-0.05,,,,,-1.57,,,,,,,,,1.53,-0.76,,0.77,0.77,20.0,4.0,25.0
20/10/2024,Amazon.co.uk,B008IFOK5A,BH-72490-BZ,"Assorted Tap Washers To Fit 3/8 Inch, 1/2 Inch, and 3/4 Inch Pack 10",4.49,1.0,,,,,,,,-0.7,,-0.05,,,,,-1.57,,,,,,,,,2.17,-0.75,,1.42,1.42,31.63,53.0,1.89
20/10/2024,Amazon.co.uk,B08HJLFH25,LW-04-DG1756-BZ,Cooksmart Double Oven Gloves Heat Resistant | British Designed Heat Resistant Oven Gloves | Modern Oven Mitt & Potholder for Home Cooking | Maximum Heat Protection Kitchen Oven Gloves - Bumble Bees,14.99,1.0,,,,,,,,-2.7,,-0.13,,,,,-3.47,,,,,,,,,8.69,-6.8,,1.89,1.89,12.61,22.0,4.55
20/10/2024,Amazon.co.uk,B08XMV655X,CW-304003-BZ,"OakTree 3"" Badge 30th Birthday Sparkling Fizz Rose Gold Holographic",3.48,1.0,,,,,,,,-0.62,,-0.05,,,,,-1.57,,,,,,,,,1.24,-0.56,,0.68,0.68,19.54,8.0,12.5
20/10/2024,Amazon.co.uk,B004WCAYNA,MD-113-KA-06794-BZ,"Genuine 5.059-401.0 Karcher K3, K4, K5, K6, K7 Series Pressure Washer Hose Clamp",2.81,1.0,,,,,,,,-0.44,,-0.05,,,,,-1.57,,,,,,,,,0.75,-0.62,,0.13,0.13,4.63,19.0,5.26
21/10/2024,Amazon.co.uk,B0779772ZM,BD-54338-BZ,"Boland 54338 - Deputy Sheriff Pistol, Size 20 cm, Silver-Brown, Ornaments, Child, Toy, Weapon, Dummy Costume, Carnival, Theme Party",186.0,31.0,,,,,,,,-33.48,,-2.79,-0.06,,,,-85.87,,,,,,,,,63.8,-44.95,,18.85,18.85,10.13,163.0,19.02
21/10/2024,Amazon.co.uk,B07796DLH2,BD-54339-BZ,"Boland 54339 Sheriff Pistol, Size Approx. 29 cm, Dummy, Weapon, Police, Wild West, Cowboy, Costume, Carnival, Theme Party",108.8,16.0,,,,,,,,-19.53,,-1.35,,,,,-48.8,,,,,,,,,39.12,-29.44,,9.68,9.68,8.9,138.0,12.32
21/10/2024,Amazon.co.uk,B003X2KU5M,GV-H698\BLK-BZ,Iron-On Mending/Repair Tape 100cmx38mm: Black,41.8,10.0,,,,,,,,-7.59,,-0.5,,,,,-15.7,,,,,,,,,18.01,-12.9,,5.11,5.11,12.22,34.0,29.41
21/10/2024,Amazon.co.uk,B00M2HC6U6,CW-51003-BZ,"Unique Party 51003 - Plastic Black Spider Web Halloween Tablecloth, 7ft x 4.5ft",47.2,8.0,,,,,,,,-8.56,,-0.73,,,,,-29.76,,,,,,,,,8.15,-9.68,,-1.53,-1.53,-3.24,63.0,12.7
21/10/2024,Amazon.co.uk,B09C5RX2N2,CW-305486-BZ,amscan 9912107 6 TODAY BIRTHDAY BADGE,14.9,5.0,,,,,,,,-3.6,,-0.25,,,,,-7.85,,,,,,,,,3.2,-2.75,,0.45,0.45,3.02,22.0,22.73
21/10/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",15.96,4.0,,,,,,,,-2.88,,-0.2,,,,,-6.28,,,,,,,,,6.6,-2.24,,4.36,4.36,27.32,11.0,36.36
21/10/2024,Amazon.co.uk,B08HJLFH25,LW-04-DG1756-BZ,Cooksmart Double Oven Gloves Heat Resistant | British Designed Heat Resistant Oven Gloves | Modern Oven Mitt & Potholder for Home Cooking | Maximum Heat Protection Kitchen Oven Gloves - Bumble Bees,44.97,3.0,,,,,,,,-8.1,,-0.39,,,,,-10.41,,,,,,,,,26.07,-20.4,,5.67,5.67,12.61,21.0,14.29
21/10/2024,Amazon.co.uk,B003IUPMUC,CW-194647-BZ,"Unique 33242 Solid Luncheon Napkins | Classic Gold Color Theme | 50ct, 50 Count (Pack of 1)",14.7,2.0,,,,,,,,-2.64,,-0.16,,,,,-5.5,,,,,,,,,6.4,-4.04,,2.36,2.36,16.05,13.0,15.38
21/10/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",12.5,2.0,,,,,,,,-1.94,,-0.16,,,,,-6.1,,,,,,,,,4.3,-3.12,,1.18,1.18,9.44,24.0,8.33
21/10/2024,Amazon.co.uk,B088RM2DJR,ADT-Strips-BZ,EasyLife Uric Acid Test-Strips 25-Strip Pack,41.58,2.0,,,,,,,,-7.48,,-0.26,,,,,-6.44,,,,,,,,,27.4,-21.64,,5.76,5.76,13.85,2.0,100.0
21/10/2024,Amazon.co.uk,B008F72UYY,BD-54400-BZ,Boland Fiesta Bunting 6m,9.86,2.0,,,,,,,,-1.78,,-0.08,-0.04,,,,-3.58,,,,,,,,,4.38,-2.72,,1.66,1.66,16.84,1.0,200.0
21/10/2024,Amazon.co.uk,B077944XLF,BD-44950-BZ,Boland American USA Flag Bunting Party Banner Decoration Accessory 6M,11.98,2.0,,,,,,,,-2.16,,-0.12,,,,,-3.58,,,,,,,,,6.12,-2.72,,3.4,3.4,28.38,6.0,33.33
21/10/2024,Amazon.co.uk,B007L5RGIG,GV-2T100C\BLK-BZ,Natural Cotton 100m Black,8.58,2.0,,,,,,,,-1.54,,-0.1,,,,,-3.58,,,,,,,,,3.36,-2.32,,1.04,1.04,12.12,3.0,66.67
21/10/2024,Amazon.co.uk,B08XMWS9ZN,CW-304069-BZ,"OakTree 3"" Badge 40th Birthday Sparkling Fizz Black Gold Holographic",3.49,1.0,,,,,,,,-0.62,,-0.05,,,,,-1.57,,,,,,,,,1.25,-0.56,,0.69,0.69,19.77,5.0,20.0
21/10/2024,Amazon.co.uk,B008IFOK5A,BH-72490-BZ,"Assorted Tap Washers To Fit 3/8 Inch, 1/2 Inch, and 3/4 Inch Pack 10",4.49,1.0,,,,,,,,-0.7,,-0.05,,,,,-1.57,,,,,,,,,2.17,-0.75,,1.42,1.42,31.63,55.0,1.82
21/10/2024,Amazon.co.uk,B00XTV951W,LM-PROGAFF2425W-BZ,Pro-Gaff RS161WH24X25 24 mm x 25 yd Matt Cloth Tape,13.5,1.0,,,,,,,,-2.11,,-0.11,,,,,-3.22,,,,,,,,,8.06,-6.39,,1.67,1.67,12.37,7.0,14.29
21/10/2024,Amazon.co.uk,B00AXA3OXM,GV-H686.90-BZ,Hemline H686.90: Salt & Chlorine Resistant Lightweight Swimwear Elastic 9mm x 3m,4.74,1.0,,,,,,,,-0.85,,-0.05,,,,,-1.57,,,,,,,,,2.27,-1.82,,0.45,0.45,9.49,6.0,16.67
21/10/2024,Amazon.co.uk,B007C4UDJA,GV-P25201-BZ,"Pony Pins Sequin/Bead, Alloy Steel, Multi-Colour, One Size",4.85,1.0,,,,,,,,-0.88,,-0.05,,,,,-1.79,,,,,,,,,2.13,-1.27,,0.86,0.86,17.73,13.0,7.69
21/10/2024,Amazon.co.uk,B004WCAYNA,MD-113-KA-06794-BZ,"Genuine 5.059-401.0 Karcher K3, K4, K5, K6, K7 Series Pressure Washer Hose Clamp",2.81,1.0,,,,,,,,-0.44,,-0.05,,,,,-1.57,,,,,,,,,0.75,-0.62,,0.13,0.13,4.63,7.0,14.29
21/10/2024,Amazon.co.uk,B08NDWKWHB,BD-74127-BZ,"Boland Pirate Clip Amulet Hair Accessory – Multicoloured Beaded Chain for Buccaneers, Privateers, Halloween, and Theme Parties – Standard Size",5.93,1.0,,,,,,,,-0.56,,-0.05,,,,,-1.79,,,,,,,,,3.53,-2.06,,1.47,1.47,24.79,78.0,1.28
21/10/2024,Amazon.co.uk,B0BQN17SS4,HOM-245253-BZ,Jack Straws | House of Marbles,8.99,1.0,,,,,,,,-1.62,,-0.1,,,,,-2.77,,,,,,,,,4.5,-2.88,,1.62,1.62,18.02,10.0,10.0
21/10/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,2.08,2.08,,31.0,
21/10/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,,,,,,,,,,,,,,,,,,,,,,,1.8,,,1.8,,,1.8,1.8,,29.0,
22/10/2024,Amazon.co.uk,B08NDWKWHB,BD-74127-BZ,"Boland Pirate Clip Amulet Hair Accessory – Multicoloured Beaded Chain for Buccaneers, Privateers, Halloween, and Theme Parties – Standard Size",106.74,18.0,,,,,,,,-10.09,,-0.92,-0.04,,,,-32.22,,,,,,,,,63.47,-37.08,,26.39,26.39,24.72,72.0,25.0
22/10/2024,Amazon.co.uk,B0779772ZM,BD-54338-BZ,"Boland 54338 - Deputy Sheriff Pistol, Size 20 cm, Silver-Brown, Ornaments, Child, Toy, Weapon, Dummy Costume, Carnival, Theme Party",84.98,14.0,,,,,,,,-15.28,,-1.18,-0.06,,,,-38.78,,,,,,,,,29.68,-20.3,,9.38,9.38,11.04,202.0,6.93
22/10/2024,Amazon.co.uk,B07796DLH2,BD-54339-BZ,"Boland 54339 Sheriff Pistol, Size Approx. 29 cm, Dummy, Weapon, Police, Wild West, Cowboy, Costume, Carnival, Theme Party",89.78,13.0,,,,,,,,-16.13,,-1.07,,,,,-39.65,,,,,,,,,32.93,-23.92,,9.01,9.01,10.04,154.0,8.44
22/10/2024,Amazon.co.uk,B00M2HC6U6,CW-51003-BZ,"Unique Party 51003 - Plastic Black Spider Web Halloween Tablecloth, 7ft x 4.5ft",47.2,8.0,,,,,,,,-8.56,,-0.72,,,,,-29.76,,,,,,,,,8.16,-9.68,,-1.52,-1.52,-3.22,53.0,15.09
22/10/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",15.96,4.0,,,,,,,,-2.88,,-0.2,,,,,-6.28,,,,,,,,,6.6,-2.24,,4.36,4.36,27.32,11.0,36.36
22/10/2024,Amazon.co.uk,B015ZNSF6W,BD-64333-BZ,"Boland 64333 Adult Police Badge Necklace, Silver/Black - Accessory for Police Fancy Dress Costume, Halloween or for stag parties and Special Occasions",17.94,3.0,,,,,,,,-4.32,,-0.19,,,,,-5.37,,,,,,,,,8.06,-6.18,,1.88,1.88,10.48,126.0,2.38
